carat;depth;table;price;x;y;z
0.37;62.00;55.00;586.00;4.62;4.64;2.87
0.37;61.90;55.00;586.00;4.62;4.66;2.87
0.32;61.40;54.00;586.00;4.42;4.44;2.72
0.32;60.90;55.00;586.00;4.46;4.53;2.72
0.28;63.00;55.00;586.00;4.14;4.19;2.62
0.28;62.00;56.00;586.00;4.20;4.23;2.61
0.30;66.60;54.00;586.00;4.14;4.18;2.77
0.31;63.90;55.00;586.00;4.30;4.28;2.74
0.31;58.90;61.00;586.00;4.46;4.43;2.62
0.31;63.80;56.00;586.00;4.33;4.29;2.75
0.38;62.00;55.00;586.00;4.67;4.72;2.91
0.27;61.80;59.00;586.00;4.14;4.18;2.57
0.27;61.70;57.00;586.00;4.16;4.20;2.58
0.27;62.00;56.00;586.00;4.16;4.19;2.59
0.27;63.90;57.00;586.00;4.07;4.10;2.61
1.18;62.50;55.00;4460.00;6.82;6.74;4.24
1.18;61.20;59.00;4460.00;6.85;6.78;4.17
0.90;62.70;60.00;4460.00;6.13;6.06;3.82
0.90;61.60;55.00;4460.00;6.27;6.23;3.85
0.90;62.30;60.00;4460.00;6.08;6.00;3.76
1.04;61.70;57.00;4461.00;6.49;6.54;4.02
1.02;64.60;61.00;4462.00;6.32;6.24;4.06
1.02;65.10;56.00;4462.00;6.29;6.25;4.08
0.96;58.20;58.00;4462.00;6.52;6.47;3.78
1.24;63.30;57.00;4462.00;6.85;6.79;4.32
0.90;59.80;55.00;4463.00;6.30;6.34;3.78
0.90;63.90;55.00;4463.00;6.08;6.13;3.90
0.90;61.60;57.00;4463.00;6.19;6.25;3.83
0.90;63.90;57.00;4463.00;6.05;6.10;3.88
0.90;60.80;59.00;4463.00;6.19;6.24;3.78
1.14;62.10;59.00;4463.00;6.73;6.61;4.14
0.91;64.10;58.00;4464.00;6.10;6.06;3.90
1.06;61.40;56.50;4465.00;6.55;6.58;4.03
1.06;61.70;59.50;4465.00;6.51;6.53;4.02
1.02;61.60;56.00;4465.00;6.48;6.55;3.99
1.09;62.70;57.00;4465.00;6.53;6.59;4.11
0.90;61.70;58.00;4466.00;6.18;6.26;3.84
1.20;63.70;58.00;4466.00;6.61;6.68;4.23
1.03;61.40;54.00;4466.00;6.52;6.57;4.02
0.91;63.20;59.00;4466.00;6.11;6.14;3.87
0.91;60.20;60.00;4466.00;6.22;6.27;3.76
0.91;62.10;59.00;4466.00;6.10;6.18;3.81
0.90;61.70;60.00;4466.00;6.14;6.17;3.80
0.90;62.80;59.00;4466.00;6.12;6.18;3.86
0.90;62.50;59.00;4466.00;6.13;6.19;3.85
1.00;61.10;57.00;4466.00;6.43;6.48;3.95
1.05;62.60;56.00;4466.00;6.45;6.53;4.06
0.90;62.60;57.00;4466.00;6.07;6.19;3.84
1.00;62.50;62.00;4466.00;6.32;6.36;3.96
1.01;64.10;57.00;4466.00;6.32;6.22;4.02
1.00;63.60;54.00;4467.00;6.33;6.37;4.04
0.71;62.00;56.00;4467.00;5.71;5.74;3.55
1.06;62.20;57.00;4467.00;6.51;6.49;4.04
1.04;62.30;57.00;4467.00;6.50;6.46;4.04
1.04;62.80;57.00;4467.00;6.50;6.41;4.05
0.80;62.90;58.00;4468.00;5.82;5.88;3.68
1.01;64.60;59.00;4468.00;6.23;6.30;4.05
1.01;65.10;57.00;4468.00;6.27;6.32;4.10
1.01;58.80;61.00;4468.00;6.53;6.46;3.82
1.01;62.60;54.00;4468.00;6.38;6.34;3.98
1.00;57.90;54.00;4469.00;6.68;6.62;3.85
0.95;60.70;56.00;4469.00;6.31;6.27;3.82
1.04;62.00;53.00;4469.00;6.51;6.55;4.05
0.90;58.50;63.00;4469.00;6.21;6.30;3.66
1.00;63.40;56.00;4469.00;6.37;6.34;4.03
1.00;62.70;60.00;4469.00;6.30;6.24;3.93
1.00;61.20;62.00;4469.00;6.36;6.32;3.88
1.00;62.20;60.00;4469.00;6.45;6.34;3.98
1.00;60.00;63.00;4469.00;6.37;6.34;3.81
1.00;62.30;60.00;4469.00;6.23;6.19;3.87
1.00;62.60;57.00;4469.00;6.40;6.37;4.00
1.00;61.40;55.00;4469.00;6.49;6.44;3.97
1.00;63.90;56.00;4469.00;6.31;6.28;4.02
1.14;62.40;57.00;4470.00;6.66;6.70;4.17
1.23;58.00;59.00;4470.00;7.02;6.97;4.06
0.98;61.70;56.00;4470.00;6.36;6.40;3.93
1.03;62.10;57.00;4470.00;6.44;6.42;3.99
1.06;60.90;58.00;4471.00;6.57;6.63;4.02
1.02;62.50;58.00;4471.00;6.40;6.43;4.01
1.21;61.80;59.00;4472.00;6.82;6.77;4.20
1.04;60.70;59.00;4472.00;6.50;6.54;3.96
1.10;60.00;58.00;4472.00;6.68;6.65;4.05
1.01;63.40;57.00;4472.00;6.40;6.31;4.03
1.21;60.90;59.00;4472.00;6.87;6.82;4.17
1.03;59.20;63.00;4473.00;6.55;6.60;3.89
0.91;58.00;56.00;4474.00;6.34;6.41;3.70
1.00;63.80;55.00;4474.00;6.34;6.31;4.03
1.00;63.10;56.00;4474.00;6.36;6.34;4.01
1.05;62.60;59.00;4475.00;6.43;6.47;4.04
1.01;63.50;58.00;4475.00;6.29;6.37;4.02
1.01;64.20;55.00;4475.00;6.28;6.34;4.05
1.01;60.50;56.00;4475.00;6.43;6.49;3.91
1.31;60.70;58.00;4475.00;7.11;7.06;4.30
0.91;62.80;59.00;4476.00;6.21;6.17;3.89
1.08;61.40;57.00;4476.00;6.67;6.62;4.08
1.20;64.10;57.00;4476.00;6.70;6.62;4.27
1.20;63.10;61.00;4476.00;6.66;6.58;4.18
1.02;63.90;55.00;4476.00;6.37;6.40;4.08
1.02;60.30;59.00;4476.00;6.44;6.50;3.90
1.02;61.60;56.00;4476.00;6.51;6.55;4.02
1.02;61.90;61.00;4476.00;6.34;6.42;3.95
1.16;61.90;59.00;4476.00;6.71;6.66;4.14
1.16;63.70;63.00;4476.00;6.63;6.55;4.20
1.08;62.20;58.00;4476.00;6.60;6.56;4.09
1.01;61.90;62.00;4477.00;6.37;6.45;3.97
1.04;58.70;62.00;4477.00;6.67;6.65;3.91
1.23;61.00;63.00;4477.00;6.91;6.85;4.20
1.02;64.30;58.00;4478.00;6.36;6.26;4.06
1.16;62.60;56.00;4478.00;6.68;6.73;4.20
1.03;61.80;60.00;4478.00;6.42;6.45;3.98
1.12;63.30;58.00;4478.00;6.70;6.63;4.22
1.02;62.80;55.00;4478.00;6.43;6.40;4.03
1.02;62.40;55.00;4478.00;6.47;6.44;4.03
1.02;62.90;56.00;4478.00;6.43;6.36;4.02
1.02;63.00;57.00;4478.00;6.44;6.39;4.04
0.98;61.70;61.00;4478.00;6.38;6.34;3.93
1.12;62.80;58.00;4478.00;6.62;6.57;4.14
1.02;63.70;58.00;4478.00;6.33;6.26;4.01
1.02;59.90;58.00;4478.00;6.60;6.55;3.94
1.02;58.70;59.00;4478.00;6.61;6.57;3.87
1.02;59.60;59.00;4478.00;6.59;6.54;3.91
1.02;63.30;59.00;4478.00;6.42;6.32;4.03
1.02;60.50;58.00;4478.00;6.58;6.54;3.97
1.01;63.30;58.00;4479.00;6.31;6.40;4.02
1.01;63.20;59.00;4479.00;6.34;6.38;4.02
1.01;60.90;57.00;4479.00;6.47;6.51;3.95
0.90;63.90;60.00;4479.00;6.09;6.14;3.91
0.90;61.40;57.00;4479.00;6.18;6.32;3.84
0.98;62.20;60.00;4479.00;6.31;6.36;3.94
1.00;58.20;59.00;4480.00;6.51;6.49;3.78
1.00;62.60;56.00;4480.00;6.37;6.29;3.96
0.96;60.60;62.00;4480.00;6.39;6.35;3.86
1.01;64.10;62.00;4480.00;6.26;6.19;3.99
1.01;65.10;61.00;4480.00;6.27;6.24;4.07
1.01;64.10;59.00;4480.00;6.35;6.31;4.06
1.01;62.40;58.00;4480.00;6.42;6.37;3.99
1.01;64.80;58.00;4480.00;6.34;6.29;4.09
1.01;59.30;64.00;4480.00;6.49;6.47;3.84
1.00;66.40;51.00;4480.00;6.31;6.22;4.16
1.00;63.50;54.00;4480.00;6.41;6.35;4.05
1.01;66.80;56.00;4480.00;6.15;6.09;4.09
1.00;61.60;58.00;4480.00;6.44;6.35;3.94
1.00;62.20;59.00;4480.00;6.39;6.35;3.96
1.08;63.00;59.00;4481.00;6.51;6.54;4.11
1.13;61.40;56.00;4481.00;6.69;6.71;4.12
0.97;62.70;59.00;4481.00;6.31;6.28;3.95
0.90;63.30;59.00;4482.00;6.08;6.12;3.86
0.71;59.70;59.00;4482.00;5.81;5.88;3.49
0.92;62.20;58.00;4482.00;6.23;6.18;3.86
0.90;62.00;57.00;4482.00;6.22;6.19;3.85
0.92;66.80;55.00;4482.00;6.04;5.99;4.02
0.92;62.10;58.00;4482.00;6.22;6.15;3.84
1.15;63.00;54.00;4483.00;6.64;6.73;4.21
1.06;59.80;61.00;4483.00;6.63;6.58;3.95
1.04;60.70;57.00;4484.00;6.51;6.43;3.93
1.04;62.20;56.00;4484.00;6.51;6.47;4.04
0.90;58.50;59.00;4484.00;6.35;6.36;3.72
1.04;59.20;58.00;4484.00;6.64;6.70;3.95
1.01;61.90;57.00;4484.00;6.42;6.35;3.95
1.04;61.80;59.00;4484.00;6.46;6.48;4.00
1.04;58.90;63.00;4484.00;6.59;6.55;3.87
1.04;62.10;56.00;4484.00;6.50;6.48;4.03
1.10;62.50;57.00;4484.00;6.61;6.58;4.12
0.90;63.50;57.00;4485.00;6.02;6.07;3.84
1.08;61.20;59.00;4485.00;6.61;6.66;4.06
1.02;62.00;56.00;4485.00;6.42;6.45;3.99
0.90;62.60;63.00;4485.00;6.10;6.14;3.83
1.04;60.90;59.00;4486.00;6.58;6.62;4.02
1.01;61.30;57.00;4486.00;6.47;6.54;3.99
1.04;62.40;56.00;4486.00;6.40;6.48;4.02
1.02;60.90;59.00;4486.00;6.56;6.45;3.96
0.90;63.00;58.00;4486.00;6.15;6.07;3.85
1.02;63.50;55.00;4487.00;6.31;6.35;4.02
0.94;62.90;58.60;4488.00;6.10;6.25;3.89
1.06;57.00;64.00;4488.00;6.80;6.71;3.85
1.06;59.50;63.00;4488.00;6.62;6.59;3.93
1.17;62.20;56.00;4488.00;6.72;6.79;4.20
0.92;61.80;57.00;4488.00;6.22;6.27;3.86
1.01;57.10;58.00;4488.00;6.60;6.64;3.78
1.08;60.20;59.00;4488.00;6.65;6.60;3.99
1.08;62.60;56.00;4488.00;6.61;6.55;4.12
1.08;62.30;56.00;4489.00;6.53;6.57;4.08
1.01;64.30;58.00;4489.00;6.27;6.20;4.01
1.31;60.30;62.00;4490.00;7.12;7.04;4.26
0.79;62.80;60.00;4490.00;5.89;5.80;3.67
1.07;60.80;58.00;4491.00;6.62;6.68;4.04
1.07;60.70;58.00;4491.00;6.62;6.66;4.03
1.08;61.80;55.00;4491.00;6.57;6.60;4.07
1.54;61.70;60.00;4492.00;7.26;7.32;4.50
1.21;59.70;60.00;4492.00;6.90;6.93;4.13
0.90;60.90;60.00;4492.00;6.20;6.24;3.79
0.90;62.50;56.00;4492.00;6.14;6.18;3.85
0.90;62.10;56.00;4492.00;6.14;6.19;3.83
0.80;61.40;57.00;4493.00;5.98;5.94;3.66
0.90;61.70;57.00;4493.00;6.17;6.21;3.82
0.90;62.70;59.00;4493.00;6.10;6.14;3.84
1.00;61.70;63.00;4493.00;6.36;6.37;3.93
1.00;62.50;59.00;4493.00;6.35;6.29;3.95
1.05;61.00;57.00;4494.00;6.55;6.62;4.02
1.07;61.20;60.00;4494.00;6.57;6.53;4.01
1.07;62.80;57.00;4494.00;6.58;6.50;4.11
1.07;60.50;61.00;4494.00;6.67;6.59;4.01
0.80;62.40;54.00;4495.00;5.98;5.94;3.72
1.07;62.20;66.00;4496.00;6.57;6.48;4.06
1.09;61.70;60.00;4496.00;6.57;6.59;4.06
1.00;63.30;58.00;4496.00;6.32;6.35;4.01
1.00;62.70;58.00;4496.00;6.34;6.41;4.00
1.00;60.80;60.00;4496.00;6.44;6.49;3.93
1.00;61.00;60.00;4496.00;6.36;6.39;3.89
1.01;62.90;57.00;4496.00;6.27;6.36;3.97
0.90;62.30;58.00;4497.00;6.14;6.16;3.83
0.71;61.60;56.00;4497.00;5.73;5.75;3.53
1.11;62.40;57.00;4497.00;6.57;6.60;4.11
1.01;62.70;59.00;4497.00;6.40;6.35;4.00
1.10;58.90;57.00;4497.00;6.86;6.82;4.03
1.10;63.70;59.00;4497.00;6.56;6.50;4.16
1.01;60.50;57.00;4497.00;6.53;6.49;3.94
1.01;61.60;58.00;4497.00;6.40;6.39;3.94
1.01;60.00;59.00;4497.00;6.61;6.48;3.93
1.01;62.20;59.00;4497.00;6.45;6.41;4.00
1.01;61.30;60.00;4497.00;6.43;6.40;3.93
1.01;62.50;55.00;4497.00;6.40;6.39;4.00
1.01;62.80;60.00;4497.00;6.40;6.33;4.00
1.01;62.40;58.00;4497.00;6.41;6.37;3.99
1.01;62.60;60.00;4497.00;6.37;6.35;3.98
1.01;63.20;59.00;4497.00;6.38;6.35;4.02
1.01;62.20;59.00;4497.00;6.42;6.38;3.98
1.01;61.60;58.00;4497.00;6.45;6.40;3.96
1.12;60.90;60.00;4498.00;6.71;6.76;4.10
1.12;62.90;58.00;4498.00;6.55;6.62;4.14
1.01;63.70;57.00;4498.00;6.30;6.35;4.03
0.90;59.10;59.00;4498.00;6.30;6.35;3.74
1.19;59.80;64.00;4498.00;6.94;6.90;4.14
1.19;62.60;58.00;4498.00;6.82;6.69;4.23
1.19;60.10;59.00;4498.00;6.90;6.82;4.12
1.19;59.50;59.00;4498.00;6.95;6.89;4.12
1.19;63.00;54.00;4498.00;6.82;6.74;4.27
1.00;63.90;56.00;4499.00;6.18;6.37;4.01
0.96;60.90;60.00;4500.00;6.31;6.36;3.86
0.90;62.20;59.00;4500.00;6.18;6.13;3.83
1.02;63.80;55.00;4501.00;6.37;6.40;4.07
1.14;63.70;58.00;4501.00;6.62;6.54;4.19
1.02;62.40;54.00;4501.00;6.39;6.47;4.02
0.91;63.10;59.00;4502.00;6.14;6.19;3.89
1.20;63.20;58.00;4502.00;6.78;6.74;4.27
0.90;62.30;56.00;4502.00;6.21;6.14;3.85
1.34;61.60;60.00;4502.00;7.05;6.97;4.32
0.93;63.80;59.00;4503.00;6.15;6.21;3.94
0.90;60.20;59.00;4503.00;6.22;6.28;3.76
1.03;60.70;60.00;4503.00;6.47;6.52;3.94
1.03;61.40;57.00;4503.00;6.53;6.60;4.03
1.03;61.60;58.00;4503.00;6.43;6.46;3.97
1.03;62.40;59.00;4503.00;6.38;6.45;4.00
0.76;62.10;57.00;4504.00;5.80;5.83;3.61
0.76;59.60;58.00;4504.00;5.91;5.96;3.54
0.90;63.20;58.00;4504.00;6.11;6.16;3.88
1.00;63.60;62.00;4504.00;6.24;6.30;3.99
1.00;62.50;57.00;4504.00;6.28;6.39;3.96
1.05;61.90;56.00;4504.00;6.49;6.56;4.04
1.00;61.40;60.00;4504.00;6.35;6.38;3.91
0.97;61.00;59.00;4504.00;6.36;6.40;3.89
1.01;61.50;55.00;4504.00;6.45;6.49;3.98
1.01;63.80;56.00;4504.00;6.32;6.37;4.05
0.90;58.70;62.00;4505.00;6.32;6.29;3.70
1.01;58.50;61.00;4506.00;6.51;6.55;3.82
1.06;60.20;59.00;4507.00;6.62;6.67;4.00
1.04;62.60;58.00;4507.00;6.49;6.44;4.05
1.19;61.70;56.00;4508.00;6.80;6.85;4.21
0.95;61.90;56.00;4508.00;6.29;6.35;3.91
0.90;63.30;59.00;4508.00;6.03;6.07;3.83
1.04;63.10;60.00;4508.00;6.42;6.35;4.03
1.15;62.40;57.00;4508.00;6.66;6.59;4.14
1.36;62.10;57.00;4509.00;7.11;7.06;4.40
1.20;59.10;62.00;4509.00;6.97;6.94;4.11
1.01;61.90;57.00;4509.00;6.40;6.50;3.98
1.28;61.60;57.00;4509.00;6.96;6.93;4.28
1.22;61.30;60.00;4509.00;6.87;6.81;4.19
1.22;62.10;59.00;4509.00;6.82;6.77;4.22
1.00;61.00;61.00;4510.00;6.36;6.42;3.90
1.05;59.10;57.00;4510.00;6.73;6.63;3.95
0.91;60.90;54.00;4510.00;6.38;6.27;3.85
1.04;61.90;58.00;4511.00;6.47;6.55;4.03
1.00;62.50;55.00;4511.00;6.41;6.36;4.00
0.93;61.90;55.00;4511.00;6.26;6.31;3.89
0.91;63.50;57.00;4512.00;6.11;6.14;3.89
0.91;62.50;61.00;4512.00;6.10;6.19;3.84
0.91;63.10;58.00;4512.00;6.12;6.17;3.88
1.01;62.60;55.00;4513.00;6.42;6.36;4.00
1.07;61.40;56.00;4513.00;6.55;6.58;4.03
1.14;62.40;58.00;4513.00;6.67;6.70;4.17
0.93;61.70;56.00;4513.00;6.22;6.26;3.85
1.01;62.30;61.00;4513.00;6.39;6.32;3.96
0.91;61.20;58.00;4513.00;6.24;6.30;3.84
1.01;63.10;60.00;4513.00;6.41;6.37;4.03
1.01;61.80;61.00;4513.00;6.47;6.40;3.98
1.01;62.40;58.00;4513.00;6.41;6.35;3.98
1.01;62.30;58.00;4513.00;6.42;6.35;3.98
1.01;61.30;58.00;4513.00;6.47;6.39;3.94
1.01;63.50;62.00;4513.00;6.36;6.24;4.00
0.91;60.00;58.00;4514.00;6.29;6.38;3.80
1.20;60.30;57.00;4514.00;6.88;6.95;4.17
1.20;60.70;60.00;4514.00;6.88;6.92;4.19
0.90;61.90;55.00;4514.00;6.18;6.22;3.84
1.00;63.30;60.00;4514.00;6.31;6.22;3.97
1.00;60.20;62.00;4514.00;6.46;6.43;3.88
1.00;58.90;56.00;4514.00;6.53;6.51;3.84
1.00;58.40;60.00;4514.00;6.36;6.30;3.70
0.90;61.30;61.00;4515.00;6.15;6.25;3.80
1.04;61.90;57.00;4515.00;6.49;6.46;4.01
1.04;62.70;54.00;4515.00;6.51;6.47;4.07
1.00;63.30;55.00;4516.00;6.39;6.34;4.03
1.05;62.60;62.00;4516.00;6.45;6.49;4.05
1.06;62.40;54.00;4516.00;6.50;6.54;4.07
1.06;60.10;59.00;4516.00;6.58;6.67;3.98
1.05;62.10;59.00;4516.00;6.50;6.47;4.03
0.27;61.50;56.00;586.00;4.15;4.18;2.56
0.27;61.20;56.00;587.00;4.18;4.20;2.56
0.41;61.70;55.00;587.00;4.79;4.81;2.96
0.36;61.00;57.00;587.00;4.59;4.63;2.81
0.36;60.80;56.00;587.00;4.61;4.63;2.81
0.36;61.40;57.00;587.00;4.59;4.63;2.83
0.36;61.00;55.00;587.00;4.59;4.62;2.81
0.36;61.00;56.00;587.00;4.61;4.63;2.82
0.36;62.00;54.00;587.00;4.58;4.61;2.85
0.31;60.60;58.00;587.00;4.39;4.42;2.67
0.38;61.70;56.00;587.00;4.64;4.67;2.87
0.39;62.20;55.00;587.00;4.68;4.71;2.92
0.27;60.50;57.00;587.00;4.20;4.22;2.55
0.31;61.20;61.00;587.00;4.29;4.37;2.65
0.30;61.50;55.00;587.00;4.33;4.35;2.67
0.39;60.40;60.00;588.00;4.74;4.80;2.88
0.33;60.90;54.00;588.00;4.47;4.52;2.73
0.40;61.20;61.00;588.00;4.71;4.74;2.89
0.28;63.10;55.00;588.00;4.18;4.15;2.63
0.35;64.00;55.00;588.00;4.49;4.45;2.86
0.34;61.70;56.00;589.00;4.54;4.51;2.79
0.34;60.00;58.00;589.00;4.55;4.51;2.72
0.34;60.40;56.00;589.00;4.56;4.54;2.75
0.34;61.90;57.00;589.00;4.52;4.49;2.79
0.34;60.20;57.00;589.00;4.54;4.50;2.72
0.34;62.80;57.00;589.00;4.45;4.43;2.79
0.34;61.90;57.00;589.00;4.48;4.44;2.76
0.34;62.40;56.00;589.00;4.49;4.45;2.79
0.34;62.30;55.00;589.00;4.47;4.42;2.77
0.32;62.60;58.00;589.00;4.33;4.36;2.72
0.90;62.60;59.00;4516.00;6.15;6.12;3.84
1.00;65.20;59.00;4516.00;6.28;6.27;4.09
1.20;62.50;57.00;4516.00;6.80;6.74;4.23
1.28;63.80;55.00;4516.00;6.84;6.79;4.35
1.00;63.00;58.00;4516.00;6.35;6.26;3.97
1.06;63.50;60.10;4517.00;6.43;6.51;4.11
1.02;60.30;63.00;4517.00;6.45;6.49;3.90
1.02;58.40;62.00;4518.00;6.55;6.61;3.84
1.01;62.30;59.00;4518.00;6.41;6.37;3.98
1.13;60.00;61.00;4518.00;6.78;6.71;4.05
1.09;63.00;56.00;4519.00;6.61;6.57;4.15
1.03;62.30;56.00;4520.00;6.45;6.48;4.03
1.03;61.10;59.00;4520.00;6.50;6.56;3.99
1.14;62.60;58.00;4520.00;6.64;6.58;4.14
1.11;61.30;60.00;4520.00;6.68;6.66;4.09
1.00;62.80;61.00;4520.00;6.31;6.36;3.98
1.20;63.40;55.00;4520.00;6.72;6.65;4.24
0.83;58.20;59.00;4521.00;6.19;6.24;3.62
1.08;62.10;59.00;4521.00;6.57;6.53;4.07
1.02;61.40;60.00;4521.00;6.44;6.49;3.97
0.90;63.50;61.00;4521.00;6.16;6.09;3.89
1.03;62.50;56.00;4522.00;6.48;6.45;4.04
1.03;61.00;60.00;4522.00;6.53;6.46;3.96
1.07;62.00;59.00;4523.00;6.54;6.50;4.04
1.11;64.20;58.00;4523.00;6.47;6.53;4.17
1.20;61.20;58.00;4523.00;6.77;6.82;4.16
0.90;64.20;55.00;4523.00;6.09;6.16;3.93
0.90;63.00;58.00;4523.00;6.11;6.14;3.86
1.06;62.70;57.00;4523.00;6.46;6.50;4.06
0.90;62.50;57.00;4523.00;6.13;6.15;3.84
0.90;62.10;57.00;4523.00;6.18;6.25;3.86
0.91;60.20;60.00;4523.00;6.17;6.26;3.74
1.32;58.90;59.00;4524.00;7.25;7.18;4.25
1.20;61.80;60.00;4524.00;6.85;6.78;4.21
1.02;63.10;57.00;4524.00;6.43;6.37;4.04
1.08;61.80;56.00;4524.00;6.58;6.55;4.06
1.01;60.80;61.00;4525.00;6.47;6.43;3.92
1.01;66.60;55.00;4525.00;6.27;6.20;4.15
1.01;63.20;54.00;4525.00;6.41;6.35;4.03
1.01;61.90;60.00;4525.00;6.37;6.33;3.93
1.01;63.00;58.00;4525.00;6.35;6.29;3.98
0.93;60.80;59.00;4527.00;6.24;6.27;3.80
1.01;62.00;59.00;4528.00;6.36;6.40;3.96
1.00;62.50;65.00;4528.00;6.24;6.31;3.92
1.00;61.60;62.00;4528.00;6.37;6.45;3.95
1.05;63.10;58.00;4529.00;6.42;6.47;4.07
0.96;61.70;55.00;4529.00;6.36;6.31;3.91
0.85;61.20;60.00;4530.00;6.10;6.13;3.74
1.04;62.00;57.00;4530.00;6.47;6.50;4.02
1.06;62.30;56.00;4530.00;6.56;6.51;4.07
0.90;63.20;58.00;4531.00;6.11;6.17;3.88
0.90;61.60;56.30;4531.00;6.22;6.30;3.86
0.90;60.50;54.00;4531.00;6.22;6.17;3.75
0.93;63.10;57.00;4531.00;6.19;6.17;3.90
1.02;59.30;59.00;4532.00;6.56;6.60;3.90
1.00;63.20;56.00;4532.00;6.33;6.36;4.01
1.11;58.30;60.00;4532.00;6.76;6.83;3.96
1.01;61.70;60.00;4533.00;6.36;6.42;3.94
1.12;61.20;59.00;4533.00;6.69;6.74;4.11
0.93;61.10;58.00;4534.00;6.26;6.30;3.84
1.00;66.90;55.00;4534.00;6.20;6.17;4.14
0.96;63.90;54.00;4535.00;6.22;6.27;3.99
1.13;61.00;60.00;4535.00;6.73;6.69;4.09
1.00;63.50;62.00;4535.00;6.27;6.40;4.02
0.91;63.10;61.00;4536.00;6.13;6.07;3.85
0.90;61.90;55.00;4536.00;6.25;6.23;3.86
1.13;61.80;59.00;4536.00;6.65;6.68;4.12
1.20;62.50;55.00;4536.00;6.84;6.79;4.26
1.20;60.50;59.00;4536.00;6.84;6.79;4.12
0.90;59.50;67.00;4536.00;6.29;6.24;3.73
1.08;61.00;57.00;4536.00;6.64;6.60;4.04
1.08;59.30;57.00;4536.00;6.74;6.71;3.99
1.08;60.40;57.00;4536.00;6.68;6.63;4.02
1.00;61.90;61.00;4536.00;6.37;6.23;3.90
1.10;62.00;59.00;4537.00;6.54;6.59;4.07
1.10;62.20;58.00;4537.00;6.60;6.69;4.13
1.10;62.00;55.00;4537.00;6.60;6.62;4.10
1.10;62.60;56.00;4537.00;6.57;6.65;4.14
1.13;59.80;59.00;4537.00;6.75;6.82;4.06
1.13;62.50;62.00;4537.00;6.59;6.66;4.14
0.93;62.50;58.00;4537.00;6.18;6.24;3.88
1.10;62.40;55.00;4537.00;6.59;6.64;4.13
1.12;62.40;55.00;4538.00;6.63;6.68;4.15
1.00;63.30;56.00;4538.00;6.27;6.36;4.00
1.01;63.50;61.00;4538.00;6.37;6.33;4.03
1.01;64.60;62.00;4538.00;6.26;6.21;4.03
1.11;63.50;60.00;4538.00;6.58;6.49;4.15
1.11;59.80;60.00;4538.00;6.75;6.66;4.01
1.01;63.50;64.00;4538.00;6.41;6.28;4.03
1.09;62.80;56.00;4538.00;6.49;6.45;4.06
1.10;60.00;58.00;4539.00;6.72;6.75;4.04
1.10;60.90;60.00;4539.00;6.61;6.66;4.04
1.00;62.40;54.00;4539.00;6.40;6.46;4.01
1.02;61.60;57.00;4540.00;6.43;6.50;3.98
0.90;62.70;60.00;4540.00;6.06;6.13;3.82
0.90;63.60;58.00;4540.00;6.09;6.12;3.88
0.90;63.70;56.00;4540.00;6.07;6.15;3.89
0.90;62.30;60.00;4540.00;6.00;6.08;3.76
1.02;63.30;58.00;4540.00;6.31;6.40;4.02
1.01;60.00;60.00;4540.00;6.57;6.49;3.92
1.00;64.70;57.00;4541.00;6.29;6.36;4.09
1.00;64.50;59.00;4541.00;6.25;6.31;4.05
1.06;62.20;55.00;4541.00;6.56;6.53;4.07
1.02;60.70;56.00;4541.00;6.53;6.50;3.95
1.02;61.50;58.00;4541.00;6.49;6.42;3.97
1.02;62.50;60.00;4541.00;6.43;6.36;4.00
1.02;61.10;59.00;4541.00;6.45;6.41;3.93
0.98;62.20;57.00;4542.00;6.33;6.37;3.95
1.27;66.00;59.00;4542.00;6.71;6.75;4.44
0.90;62.70;59.00;4543.00;6.09;6.16;3.84
0.91;64.10;58.00;4543.00;6.06;6.10;3.90
1.00;59.50;62.00;4543.00;6.49;6.52;3.87
1.00;62.20;61.00;4543.00;6.30;6.36;3.94
1.00;63.30;60.00;4543.00;6.24;6.33;3.98
1.00;59.40;60.00;4543.00;6.48;6.56;3.87
1.00;61.60;58.00;4543.00;6.37;6.45;3.95
1.00;58.30;61.00;4543.00;6.54;6.59;3.83
1.04;61.90;58.00;4543.00;6.54;6.49;4.03
1.04;62.60;56.00;4543.00;6.55;6.48;4.08
1.25;59.80;55.00;4543.00;7.07;7.01;4.21
1.04;61.70;57.00;4543.00;6.54;6.49;4.02
1.08;62.90;59.00;4544.00;6.53;6.57;4.12
1.08;61.90;57.00;4544.00;6.55;6.57;4.06
1.08;62.20;56.00;4544.00;6.56;6.59;4.09
1.10;60.90;59.00;4545.00;6.65;6.74;4.08
1.03;60.90;57.00;4545.00;6.53;6.55;3.98
0.90;63.30;55.00;4545.00;6.18;6.12;3.89
1.01;63.50;58.00;4546.00;6.28;6.35;4.01
0.93;62.00;56.00;4546.00;6.22;6.26;3.87
1.04;62.60;57.00;4547.00;6.45;6.48;4.05
1.04;61.80;56.00;4547.00;6.49;6.53;4.02
0.73;62.00;53.60;4547.00;5.76;5.80;3.59
0.90;60.40;61.00;4547.00;6.23;6.32;3.79
1.06;61.70;60.00;4547.00;6.53;6.51;4.02
1.02;61.60;56.00;4547.00;6.55;6.48;3.99
1.31;61.70;59.00;4548.00;7.03;6.98;4.32
1.31;61.70;59.00;4548.00;7.03;6.98;4.32
1.20;63.70;58.00;4548.00;6.68;6.61;4.23
